Medium Election,5.2.16.1,,,,,,,,,,,
,,,,,,,,Lord of Coin (Vote For=1),Lord of Coin (Vote For=1),Lord of Coin (Vote For=1),Lord of Coin (Vote For=1),Lord of Coin (Vote For=1)
1063,Tabulator B,Batch 2,708,Tabulator B-Batch 2-708,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
1064,Tabulator B,Batch 2,709,Tabulator B-Batch 2-709,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
1065,Tabulator B,Batch 2,710,Tabulator B-Batch 2-710,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
1066,Tabulator B,Batch 2,711,Tabulator B-Batch 2-711,Election Day,precinct-portion-1,ballot-type-1,0,0,0,1,0
1067,Tabulator B,Batch 2,712,Tabulator B-Batch 2-712,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
1068,Tabulator B,Batch 2,713,Tabulator B-Batch 2-713,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
1069,Tabulator B,Batch 2,714,Tabulator B-Batch 2-714,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
1070,Tabulator B,Batch 2,715,Tabulator B-Batch 2-715,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
1071,Tabulator B,Batch 2,716,Tabulator B-Batch 2-716,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
1072,Tabulator B,Batch 2,717,Tabulator B-Batch 2-717,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
1073,Tabulator B,Batch 2,718,Tabulator B-Batch 2-718,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
1074,Tabulator B,Batch 2,719,Tabulator B-Batch 2-719,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
1075,Tabulator B,Batch 2,720,Tabulator B-Batch 2-720,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
1076,Tabulator B,Batch 2,721,Tabulator B-Batch 2-721,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
1077,Tabulator B,Batch 2,722,Tabulator B-Batch 2-722,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
1078,Tabulator B,Batch 2,723,Tabulator B-Batch 2-723,Election Day,precinct-portion-1,ballot-type-1,0,0,0,0,1
1079,Tabulator B,Batch 2,724,Tabulator B-Batch 2-724,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
1080,Tabulator B,Batch 2,725,Tabulator B-Batch 2-725,Election Day,precinct-portion-1,ballot-type-1,0,0,0,0,0
1081,Tabulator B,Batch 2,726,Tabulator B-Batch 2-726,Election Day,precinct-portion-1,ballot-type-1,0,0,0,1,0
1082,Tabulator B,Batch 2,727,Tabulator B-Batch 2-727,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
1083,Tabulator B,Batch 2,728,Tabulator B-Batch 2-728,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
1084,Tabulator B,Batch 2,729,Tabulator B-Batch 2-729,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
1085,Tabulator B,Batch 2,730,Tabulator B-Batch 2-730,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
1086,Tabulator B,Batch 2,731,Tabulator B-Batch 2-731,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
1087,Tabulator B,Batch 2,732,Tabulator B-Batch 2-732,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
1088,Tabulator B,Batch 2,733,Tabulator B-Batch 2-733,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
1089,Tabulator B,Batch 2,734,Tabulator B-Batch 2-734,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
1090,Tabulator B,Batch 2,735,Tabulator B-Batch 2-735,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
1091,Tabulator B,Batch 2,736,Tabulator B-Batch 2-736,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
1092,Tabulator B,Batch 2,737,Tabulator B-Batch 2-737,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
1093,Tabulator B,Batch 2,738,Tabulator B-Batch 2-738,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
1094,Tabulator B,Batch 2,739,Tabulator B-Batch 2-739,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
1095,Tabulator B,Batch 2,740,Tabulator B-Batch 2-740,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
1096,Tabulator B,Batch 2,741,Tabulator B-Batch 2-741,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
1097,Tabulator B,Batch 2,742,Tabulator B-Batch 2-742,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
1098,Tabulator B,Batch 2,743,Tabulator B-Batch 2-743,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
1099,Tabulator B,Batch 2,744,Tabulator B-Batch 2-744,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
1100,Tabulator B,Batch 2,745,Tabulator B-Batch 2-745,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
1101,Tabulator B,Batch 2,746,Tabulator B-Batch 2-746,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
1102,Tabulator B,Batch 2,747,Tabulator B-Batch 2-747,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
1103,Tabulator B,Batch 2,748,Tabulator B-Batch 2-748,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
1104,Tabulator B,Batch 2,749,Tabulator B-Batch 2-749,Election Day,precinct-portion-1,ballot-type-1,0,0,0,0,0
1105,Tabulator B,Batch 2,750,Tabulator B-Batch 2-750,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
1106,Tabulator B,Batch 2,751,Tabulator B-Batch 2-751,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
1107,Tabulator B,Batch 2,752,Tabulator B-Batch 2-752,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
1108,Tabulator B,Batch 2,753,Tabulator B-Batch 2-753,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
1109,Tabulator B,Batch 2,754,Tabulator B-Batch 2-754,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
1110,Tabulator B,Batch 2,755,Tabulator B-Batch 2-755,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
1111,Tabulator B,Batch 2,756,Tabulator B-Batch 2-756,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
1112,Tabulator B,Batch 2,757,Tabulator B-Batch 2-757,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
1113,Tabulator B,Batch 2,758,Tabulator B-Batch 2-758,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
1114,Tabulator B,Batch 2,759,Tabulator B-Batch 2-759,Election Day,precinct-portion-1,ballot-type-1,0,0,0,0,1
1115,Tabulator B,Batch 2,760,Tabulator B-Batch 2-760,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
1116,Tabulator B,Batch 2,761,Tabulator B-Batch 2-761,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
1117,Tabulator B,Batch 2,762,Tabulator B-Batch 2-762,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
1118,Tabulator B,Batch 2,763,Tabulator B-Batch 2-763,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
1119,Tabulator B,Batch 2,764,Tabulator B-Batch 2-764,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
1120,Tabulator B,Batch 2,765,Tabulator B-Batch 2-765,Election Day,precinct-portion-1,ballot-type-1,0,0,0,0,1
1121,Tabulator B,Batch 2,766,Tabulator B-Batch 2-766,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
1122,Tabulator B,Batch 2,767,Tabulator B-Batch 2-767,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
1123,Tabulator B,Batch 2,768,Tabulator B-Batch 2-768,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
1124,Tabulator B,Batch 2,769,Tabulator B-Batch 2-769,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
1125,Tabulator B,Batch 2,770,Tabulator B-Batch 2-770,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
1126,Tabulator B,Batch 2,771,Tabulator B-Batch 2-771,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
1127,Tabulator B,Batch 2,772,Tabulator B-Batch 2-772,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
1128,Tabulator B,Batch 2,773,Tabulator B-Batch 2-773,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
1129,Tabulator B,Batch 2,774,Tabulator B-Batch 2-774,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
1130,Tabulator B,Batch 2,775,Tabulator B-Batch 2-775,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
1131,Tabulator B,Batch 2,776,Tabulator B-Batch 2-776,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
1132,Tabulator B,Batch 2,777,Tabulator B-Batch 2-777,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
1133,Tabulator B,Batch 2,778,Tabulator B-Batch 2-778,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
1134,Tabulator B,Batch 2,779,Tabulator B-Batch 2-779,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
1135,Tabulator B,Batch 2,780,Tabulator B-Batch 2-780,Election Day,precinct-portion-1,ballot-type-1,0,0,0,0,0
1136,Tabulator B,Batch 2,781,Tabulator B-Batch 2-781,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
1137,Tabulator B,Batch 2,782,Tabulator B-Batch 2-782,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
1138,Tabulator B,Batch 2,783,Tabulator B-Batch 2-783,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
1139,Tabulator B,Batch 2,784,Tabulator B-Batch 2-784,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
1140,Tabulator B,Batch 2,785,Tabulator B-Batch 2-785,Election Day,precinct-portion-1,ballot-type-1,0,0,1,0,0
1141,Tabulator B,Batch 2,786,Tabulator B-Batch 2-786,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
1142,Tabulator B,Batch 2,787,Tabulator B-Batch 2-787,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
1143,Tabulator B,Batch 2,788,Tabulator B-Batch 2-788,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
1144,Tabulator B,Batch 2,789,Tabulator B-Batch 2-789,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
1145,Tabulator B,Batch 2,790,Tabulator B-Batch 2-790,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
1146,Tabulator B,Batch 2,791,Tabulator B-Batch 2-791,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
1147,Tabulator B,Batch 2,792,Tabulator B-Batch 2-792,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
1148,Tabulator B,Batch 2,793,Tabulator B-Batch 2-793,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
1149,Tabulator B,Batch 2,794,Tabulator B-Batch 2-794,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
1150,Tabulator B,Batch 2,795,Tabulator B-Batch 2-795,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
1151,Tabulator B,Batch 2,796,Tabulator B-Batch 2-796,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
1152,Tabulator B,Batch 2,797,Tabulator B-Batch 2-797,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
1153,Tabulator B,Batch 2,798,Tabulator B-Batch 2-798,Election Day,precinct-portion-1,ballot-type-1,0,0,1,0,0
1154,Tabulator B,Batch 2,799,Tabulator B-Batch 2-799,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
1155,Tabulator B,Batch 2,800,Tabulator B-Batch 2-800,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
1156,Tabulator B,Batch 2,801,Tabulator B-Batch 2-801,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
1157,Tabulator B,Batch 2,802,Tabulator B-Batch 2-802,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
1158,Tabulator B,Batch 2,803,Tabulator B-Batch 2-803,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
1159,Tabulator B,Batch 2,804,Tabulator B-Batch 2-804,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
1160,Tabulator B,Batch 2,805,Tabulator B-Batch 2-805,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
1161,Tabulator B,Batch 2,806,Tabulator B-Batch 2-806,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
1162,Tabulator B,Batch 2,807,Tabulator B-Batch 2-807,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
1163,Tabulator B,Batch 2,808,Tabulator B-Batch 2-808,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
1164,Tabulator B,Batch 2,809,Tabulator B-Batch 2-809,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
1165,Tabulator B,Batch 2,810,Tabulator B-Batch 2-810,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
1166,Tabulator B,Batch 2,811,Tabulator B-Batch 2-811,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
1167,Tabulator B,Batch 2,812,Tabulator B-Batch 2-812,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
1168,Tabulator B,Batch 2,813,Tabulator B-Batch 2-813,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
1169,Tabulator B,Batch 2,814,Tabulator B-Batch 2-814,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
1170,Tabulator B,Batch 2,815,Tabulator B-Batch 2-815,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
1171,Tabulator B,Batch 2,816,Tabulator B-Batch 2-816,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
1172,Tabulator B,Batch 2,817,Tabulator B-Batch 2-817,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
1173,Tabulator B,Batch 2,818,Tabulator B-Batch 2-818,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
1174,Tabulator B,Batch 2,819,Tabulator B-Batch 2-819,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
1175,Tabulator B,Batch 2,820,Tabulator B-Batch 2-820,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
1176,Tabulator B,Batch 2,821,Tabulator B-Batch 2-821,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
1177,Tabulator B,Batch 2,822,Tabulator B-Batch 2-822,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
1178,Tabulator B,Batch 2,823,Tabulator B-Batch 2-823,Election Day,precinct-portion-1,ballot-type-1,0,0,0,0,1
1179,Tabulator B,Batch 2,824,Tabulator B-Batch 2-824,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
1180,Tabulator B,Batch 2,825,Tabulator B-Batch 2-825,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
1181,Tabulator B,Batch 2,826,Tabulator B-Batch 2-826,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
1182,Tabulator B,Batch 2,827,Tabulator B-Batch 2-827,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
1183,Tabulator B,Batch 2,828,Tabulator B-Batch 2-828,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
1184,Tabulator B,Batch 2,829,Tabulator B-Batch 2-829,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
1185,Tabulator B,Batch 2,830,Tabulator B-Batch 2-830,Election Day,precinct-portion-1,ballot-type-1,0,0,1,0,0
1186,Tabulator B,Batch 2,831,Tabulator B-Batch 2-831,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
1187,Tabulator B,Batch 2,832,Tabulator B-Batch 2-832,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
1188,Tabulator B,Batch 2,833,Tabulator B-Batch 2-833,Election Day,precinct-portion-1,ballot-type-1,0,0,0,0,1
1189,Tabulator B,Batch 2,834,Tabulator B-Batch 2-834,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
1190,Tabulator B,Batch 2,835,Tabulator B-Batch 2-835,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
1191,Tabulator B,Batch 2,836,Tabulator B-Batch 2-836,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
1192,Tabulator B,Batch 2,837,Tabulator B-Batch 2-837,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
1193,Tabulator B,Batch 2,838,Tabulator B-Batch 2-838,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
1194,Tabulator B,Batch 2,839,Tabulator B-Batch 2-839,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
1195,Tabulator B,Batch 2,840,Tabulator B-Batch 2-840,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
1196,Tabulator B,Batch 2,841,Tabulator B-Batch 2-841,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
1197,Tabulator B,Batch 2,842,Tabulator B-Batch 2-842,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
1198,Tabulator B,Batch 2,843,Tabulator B-Batch 2-843,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
1199,Tabulator B,Batch 2,844,Tabulator B-Batch 2-844,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
1200,Tabulator B,Batch 2,845,Tabulator B-Batch 2-845,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
1201,Tabulator B,Batch 2,846,Tabulator B-Batch 2-846,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
1202,Tabulator B,Batch 2,847,Tabulator B-Batch 2-847,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
1203,Tabulator B,Batch 2,848,Tabulator B-Batch 2-848,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
1204,Tabulator B,Batch 2,849,Tabulator B-Batch 2-849,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
1205,Tabulator B,Batch 2,850,Tabulator B-Batch 2-850,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
1206,Tabulator B,Batch 2,851,Tabulator B-Batch 2-851,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
1207,Tabulator B,Batch 2,852,Tabulator B-Batch 2-852,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
1208,Tabulator B,Batch 2,853,Tabulator B-Batch 2-853,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
1209,Tabulator B,Batch 2,854,Tabulator B-Batch 2-854,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
1210,Tabulator B,Batch 2,855,Tabulator B-Batch 2-855,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
1211,Tabulator B,Batch 2,856,Tabulator B-Batch 2-856,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
1212,Tabulator B,Batch 2,857,Tabulator B-Batch 2-857,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
1213,Tabulator B,Batch 2,858,Tabulator B-Batch 2-858,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
1214,Tabulator B,Batch 2,859,Tabulator B-Batch 2-859,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
1215,Tabulator B,Batch 2,860,Tabulator B-Batch 2-860,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
1216,Tabulator B,Batch 2,861,Tabulator B-Batch 2-861,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
1217,Tabulator B,Batch 2,862,Tabulator B-Batch 2-862,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
1218,Tabulator B,Batch 2,863,Tabulator B-Batch 2-863,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
1219,Tabulator B,Batch 2,864,Tabulator B-Batch 2-864,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
1220,Tabulator B,Batch 2,865,Tabulator B-Batch 2-865,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
1221,Tabulator B,Batch 2,866,Tabulator B-Batch 2-866,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
1222,Tabulator B,Batch 2,867,Tabulator B-Batch 2-867,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
1223,Tabulator B,Batch 2,868,Tabulator B-Batch 2-868,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
1224,Tabulator B,Batch 2,869,Tabulator B-Batch 2-869,Election Day,precinct-portion-1,ballot-type-1,0,0,0,1,0
1225,Tabulator B,Batch 2,870,Tabulator B-Batch 2-870,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
1226,Tabulator B,Batch 2,871,Tabulator B-Batch 2-871,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
1227,Tabulator B,Batch 2,872,Tabulator B-Batch 2-872,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
1228,Tabulator B,Batch 2,873,Tabulator B-Batch 2-873,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
1229,Tabulator B,Batch 2,874,Tabulator B-Batch 2-874,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
1230,Tabulator B,Batch 2,875,Tabulator B-Batch 2-875,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
1231,Tabulator B,Batch 2,876,Tabulator B-Batch 2-876,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
1232,Tabulator B,Batch 2,877,Tabulator B-Batch 2-877,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
1233,Tabulator B,Batch 2,878,Tabulator B-Batch 2-878,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
1234,Tabulator B,Batch 2,879,Tabulator B-Batch 2-879,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
1235,Tabulator B,Batch 2,880,Tabulator B-Batch 2-880,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
1236,Tabulator B,Batch 2,881,Tabulator B-Batch 2-881,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
1237,Tabulator B,Batch 2,882,Tabulator B-Batch 2-882,Election Day,precinct-portion-1,ballot-type-1,1,1,1,1,1
1238,Tabulator B,Batch 2,883,Tabulator B-Batch 2-883,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
1239,Tabulator B,Batch 2,884,Tabulator B-Batch 2-884,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
1240,Tabulator B,Batch 2,885,Tabulator B-Batch 2-885,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
1241,Tabulator B,Batch 2,886,Tabulator B-Batch 2-886,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
1242,Tabulator B,Batch 2,887,Tabulator B-Batch 2-887,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
1243,Tabulator B,Batch 2,888,Tabulator B-Batch 2-888,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
1244,Tabulator B,Batch 2,889,Tabulator B-Batch 2-889,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
1245,Tabulator B,Batch 2,890,Tabulator B-Batch 2-890,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
1246,Tabulator B,Batch 2,891,Tabulator B-Batch 2-891,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
1247,Tabulator B,Batch 2,892,Tabulator B-Batch 2-892,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
1248,Tabulator B,Batch 2,893,Tabulator B-Batch 2-893,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
1249,Tabulator B,Batch 2,894,Tabulator B-Batch 2-894,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
1250,Tabulator B,Batch 2,895,Tabulator B-Batch 2-895,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
1251,Tabulator B,Batch 2,896,Tabulator B-Batch 2-896,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
1252,Tabulator B,Batch 2,897,Tabulator B-Batch 2-897,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
1253,Tabulator B,Batch 2,898,Tabulator B-Batch 2-898,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
1254,Tabulator B,Batch 2,899,Tabulator B-Batch 2-899,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
1255,Tabulator B,Batch 2,900,Tabulator B-Batch 2-900,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
1256,Tabulator B,Batch 2,901,Tabulator B-Batch 2-901,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
1257,Tabulator B,Batch 2,902,Tabulator B-Batch 2-902,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
1258,Tabulator B,Batch 2,903,Tabulator B-Batch 2-903,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
1259,Tabulator B,Batch 2,904,Tabulator B-Batch 2-904,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
1260,Tabulator B,Batch 2,905,Tabulator B-Batch 2-905,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
1261,Tabulator B,Batch 2,906,Tabulator B-Batch 2-906,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
1262,Tabulator B,Batch 2,907,Tabulator B-Batch 2-907,Election Day,precinct-portion-1,ballot-type-1,0,0,0,0,1
1263,Tabulator B,Batch 2,908,Tabulator B-Batch 2-908,Election Day,precinct-portion-1,ballot-type-1,0,0,1,0,0
1264,Tabulator B,Batch 2,909,Tabulator B-Batch 2-909,Election Day,precinct-portion-1,ballot-type-1,0,0,0,0,1
1265,Tabulator B,Batch 2,910,Tabulator B-Batch 2-910,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
1266,Tabulator B,Batch 2,911,Tabulator B-Batch 2-911,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
1267,Tabulator B,Batch 2,912,Tabulator B-Batch 2-912,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
1268,Tabulator B,Batch 2,913,Tabulator B-Batch 2-913,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
1269,Tabulator B,Batch 2,914,Tabulator B-Batch 2-914,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
1270,Tabulator B,Batch 2,915,Tabulator B-Batch 2-915,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
1271,Tabulator B,Batch 2,916,Tabulator B-Batch 2-916,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
1272,Tabulator B,Batch 2,917,Tabulator B-Batch 2-917,Election Day,precinct-portion-1,ballot-type-1,0,0,0,0,1
1273,Tabulator B,Batch 2,918,Tabulator B-Batch 2-918,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
1274,Tabulator B,Batch 2,919,Tabulator B-Batch 2-919,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
1275,Tabulator B,Batch 2,920,Tabulator B-Batch 2-920,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
