Small Election,5.2.16.1,,,,,,,,,,,,,,,,,
,,,,,,,,Minister of Farming (Vote For=1),Minister of Farming (Vote For=1),Minister of Farming (Vote For=1),Master of Magic (Vote For=1),Master of Magic (Vote For=1),Master of Magic (Vote For=1),Master of Magic (Vote For=1),Master of Magic (Vote For=1),Secretary of Treasure (Vote For=1),Secretary of Treasure (Vote For=1),Secretary of Treasure (Vote For=1)
188,Tabulator B,Batch 11,9,Tabulator B-Batch 11-9,Election Day,precinct-portion-1,ballot-type-1,,,,0,0,0,0,0,,,
189,Tabulator B,Batch 11,10,Tabulator B-Batch 11-10,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,1,0,0,0,,,
190,Tabulator B,Batch 11,11,Tabulator B-Batch 11-11,Election Day,precinct-portion-1,ballot-type-1,,,,0,1,0,0,0,,,
191,Tabulator B,Batch 11,12,Tabulator B-Batch 11-12,Election Day,precinct-portion-1,ballot-type-1,,,,1,1,1,1,1,,,
192,Tabulator B,Batch 11,13,Tabulator B-Batch 11-13,Election Day,precinct-portion-1,ballot-type-1,,,,0,1,0,0,0,,,
193,Tabulator B,Batch 11,14,Tabulator B-Batch 11-14,Election Day,precinct-portion-1,ballot-type-1,,,,0,1,0,0,0,,,
194,Tabulator B,Batch 11,15,Tabulator B-Batch 11-15,Election Day,precinct-portion-1,ballot-type-1,,,,0,1,0,0,0,,,
195,Tabulator B,Batch 11,16,Tabulator B-Batch 11-16,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,1,0,0,0,,,
196,Tabulator B,Batch 11,17,Tabulator B-Batch 11-17,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,1,0,0,0,,,
197,Tabulator C,Batch 12,1,Tabulator C-Batch 12-1,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,1,0,0,0,,,
198,Tabulator C,Batch 12,2,Tabulator C-Batch 12-2,Election Day,precinct-portion-1,ballot-type-1,,,,0,1,0,0,0,,,
199,Tabulator C,Batch 12,3,Tabulator C-Batch 12-3,Election Day,precinct-portion-1,ballot-type-1,,,,0,1,0,0,0,,,
200,Tabulator C,Batch 12,4,Tabulator C-Batch 12-4,Election Day,precinct-portion-1,ballot-type-1,,,,0,1,0,0,0,,,
201,Tabulator C,Batch 12,5,Tabulator C-Batch 12-5,Election Day,precinct-portion-1,ballot-type-1,,,,0,1,0,0,0,,,
202,Tabulator C,Batch 12,6,Tabulator C-Batch 12-6,Election Day,precinct-portion-1,ballot-type-1,,,,1,1,1,1,1,,,
203,Tabulator C,Batch 12,7,Tabulator C-Batch 12-7,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,1,0,0,0,,,
204,Tabulator C,Batch 12,8,Tabulator C-Batch 12-8,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,1,0,0,0,,,
205,Tabulator C,Batch 12,9,Tabulator C-Batch 12-9,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,1,0,0,0,,,
206,Tabulator C,Batch 12,10,Tabulator C-Batch 12-10,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,1,0,0,0,,,
207,Tabulator C,Batch 12,11,Tabulator C-Batch 12-11,Election Day,precinct-portion-1,ballot-type-1,,,,0,1,0,0,0,,,
208,Tabulator C,Batch 12,12,Tabulator C-Batch 12-12,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,1,0,0,0,,,
209,Tabulator C,Batch 12,13,Tabulator C-Batch 12-13,Election Day,precinct-portion-1,ballot-type-1,,,,0,1,0,0,0,,,
210,Tabulator C,Batch 12,14,Tabulator C-Batch 12-14,Election Day,precinct-portion-1,ballot-type-1,,,,0,0,0,0,1,,,
211,Tabulator C,Batch 12,15,Tabulator C-Batch 12-15,Election Day,precinct-portion-1,ballot-type-1,,,,0,0,0,0,0,,,
212,Tabulator C,Batch 12,16,Tabulator C-Batch 12-16,Election Day,precinct-portion-1,ballot-type-1,,,,0,0,0,0,0,,,
213,Tabulator C,Batch 12,17,Tabulator C-Batch 12-17,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,1,0,0,0,,,
214,Tabulator C,Batch 12,18,Tabulator C-Batch 12-18,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,1,0,0,0,,,
215,Tabulator C,Batch 12,19,Tabulator C-Batch 12-19,Election Day,precinct-portion-1,ballot-type-1,,,,0,1,0,0,0,,,
216,Tabulator C,Batch 12,20,Tabulator C-Batch 12-20,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,1,0,0,0,,,
217,Tabulator C,Batch 12,21,Tabulator C-Batch 12-21,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,1,0,0,0,,,
218,Tabulator C,Batch 12,22,Tabulator C-Batch 12-22,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,1,0,0,0,,,
219,Tabulator C,Batch 12,23,Tabulator C-Batch 12-23,Election Day,precinct-portion-1,ballot-type-1,,,,0,1,0,0,0,,,
220,Tabulator C,Batch 12,24,Tabulator C-Batch 12-24,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,1,0,0,0,,,
221,Tabulator C,Batch 12,25,Tabulator C-Batch 12-25,Election Day,precinct-portion-1,ballot-type-1,,,,0,1,0,0,0,,,
222,Tabulator C,Batch 12,26,Tabulator C-Batch 12-26,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,1,0,0,0,,,
223,Tabulator C,Batch 12,27,Tabulator C-Batch 12-27,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,1,0,0,0,,,
224,Tabulator C,Batch 12,28,Tabulator C-Batch 12-28,Election Day,precinct-portion-1,ballot-type-1,,,,0,1,0,0,0,,,
225,Tabulator C,Batch 12,29,Tabulator C-Batch 12-29,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,1,0,0,0,,,
