Small Election,5.2.16.1,,,,,,,,,,,,,,,,,
,,,,,,,,Minister of Farming (Vote For=1),Minister of Farming (Vote For=1),Minister of Farming (Vote For=1),Master of Magic (Vote For=1),Master of Magic (Vote For=1),Master of Magic (Vote For=1),Master of Magic (Vote For=1),Master of Magic (Vote For=1),Secretary of Treasure (Vote For=1),Secretary of Treasure (Vote For=1),Secretary of Treasure (Vote For=1)
193,Tabulator B,Batch 8,10,Tabulator B-Batch 8-10,Election Day,precinct-portion-1,ballot-type-1,1,1,1,0,0,0,0,0,1,0,0
194,Tabulator B,Batch 8,11,Tabulator B-Batch 8-11,Election Day,precinct-portion-1,ballot-type-1,,,,,,,,,1,0,0
195,Tabulator B,Batch 8,12,Tabulator B-Batch 8-12,Election Day,precinct-portion-1,ballot-type-1,,,,,,,,,0,1,0
196,Tabulator B,Batch 8,13,Tabulator B-Batch 8-13,Election Day,precinct-portion-1,ballot-type-1,,,,,,,,,1,0,0
197,Tabulator B,Batch 8,14,Tabulator B-Batch 8-14,Election Day,precinct-portion-1,ballot-type-1,1,0,0,1,1,1,1,1,1,0,0
198,Tabulator B,Batch 8,15,Tabulator B-Batch 8-15,Election Day,precinct-portion-1,ballot-type-1,,,,,,,,,1,0,0
199,Tabulator B,Batch 8,16,Tabulator B-Batch 8-16,Election Day,precinct-portion-1,ballot-type-1,,,,,,,,,1,0,0
200,Tabulator B,Batch 8,17,Tabulator B-Batch 8-17,Election Day,precinct-portion-1,ballot-type-1,,,,,,,,,1,0,0
201,Tabulator B,Batch 8,18,Tabulator B-Batch 8-18,Election Day,precinct-portion-1,ballot-type-1,,,,,,,,,1,0,0
202,Tabulator B,Batch 8,19,Tabulator B-Batch 8-19,Election Day,precinct-portion-1,ballot-type-1,1,0,0,1,0,0,0,0,1,0,0
203,Tabulator B,Batch 8,20,Tabulator B-Batch 8-20,Election Day,precinct-portion-1,ballot-type-1,,,,,,,,,1,0,0
204,Tabulator B,Batch 8,21,Tabulator B-Batch 8-21,Election Day,precinct-portion-1,ballot-type-1,,,,,,,,,1,0,0
205,Tabulator B,Batch 8,22,Tabulator B-Batch 8-22,Election Day,precinct-portion-1,ballot-type-1,,,,,,,,,1,0,0
206,Tabulator B,Batch 8,23,Tabulator B-Batch 8-23,Election Day,precinct-portion-1,ballot-type-1,,,,,,,,,1,0,0
207,Tabulator B,Batch 8,24,Tabulator B-Batch 8-24,Election Day,precinct-portion-1,ballot-type-1,,,,,,,,,1,0,0
208,Tabulator B,Batch 8,25,Tabulator B-Batch 8-25,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0,0,0,0,1,0,0
209,Tabulator B,Batch 8,26,Tabulator B-Batch 8-26,Election Day,precinct-portion-1,ballot-type-1,,,,,,,,,1,0,0
210,Tabulator B,Batch 8,27,Tabulator B-Batch 8-27,Election Day,precinct-portion-1,ballot-type-1,,,,,,,,,1,0,0
211,Tabulator B,Batch 8,28,Tabulator B-Batch 8-28,Election Day,precinct-portion-1,ballot-type-1,,,,,,,,,1,1,1
212,Tabulator B,Batch 8,29,Tabulator B-Batch 8-29,Election Day,precinct-portion-1,ballot-type-1,,,,,,,,,1,0,0
213,Tabulator B,Batch 8,30,Tabulator B-Batch 8-30,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0,0,0,0,1,0,0
214,Tabulator B,Batch 8,31,Tabulator B-Batch 8-31,Election Day,precinct-portion-1,ballot-type-1,,,,,,,,,1,0,0
215,Tabulator B,Batch 8,32,Tabulator B-Batch 8-32,Election Day,precinct-portion-1,ballot-type-1,,,,,,,,,0,1,0
216,Tabulator B,Batch 8,33,Tabulator B-Batch 8-33,Election Day,precinct-portion-1,ballot-type-1,,,,,,,,,1,1,1
217,Tabulator C,Batch 9,1,Tabulator C-Batch 9-1,Election Day,precinct-portion-1,ballot-type-1,,,,,,,,,1,0,0
218,Tabulator C,Batch 9,2,Tabulator C-Batch 9-2,Election Day,precinct-portion-1,ballot-type-1,,,,,,,,,1,0,0
219,Tabulator C,Batch 9,3,Tabulator C-Batch 9-3,Election Day,precinct-portion-1,ballot-type-1,,,,,,,,,1,0,0
220,Tabulator C,Batch 9,4,Tabulator C-Batch 9-4,Election Day,precinct-portion-1,ballot-type-1,0,0,0,,,,,,1,0,0
221,Tabulator C,Batch 9,5,Tabulator C-Batch 9-5,Election Day,precinct-portion-1,ballot-type-1,,,,,,,,,1,0,0
222,Tabulator C,Batch 9,6,Tabulator C-Batch 9-6,Election Day,precinct-portion-1,ballot-type-1,,,,,,,,,1,0,0
223,Tabulator C,Batch 9,7,Tabulator C-Batch 9-7,Election Day,precinct-portion-1,ballot-type-1,,,,,,,,,1,0,0
224,Tabulator C,Batch 9,8,Tabulator C-Batch 9-8,Election Day,precinct-portion-1,ballot-type-1,,,,,,,,,1,0,0
225,Tabulator C,Batch 9,9,Tabulator C-Batch 9-9,Election Day,precinct-portion-1,ballot-type-1,,,,,,,,,1,0,0
226,Tabulator C,Batch 9,10,Tabulator C-Batch 9-10,Election Day,precinct-portion-1,ballot-type-1,,,,,,,,,1,0,0
227,Tabulator C,Batch 9,11,Tabulator C-Batch 9-11,Election Day,precinct-portion-1,ballot-type-1,0,0,0,,,,,,1,0,0
228,Tabulator C,Batch 9,12,Tabulator C-Batch 9-12,Election Day,precinct-portion-1,ballot-type-1,,,,,,,,,1,0,0
229,Tabulator C,Batch 9,13,Tabulator C-Batch 9-13,Election Day,precinct-portion-1,ballot-type-1,,,,,,,,,1,0,0
230,Tabulator C,Batch 9,14,Tabulator C-Batch 9-14,Election Day,precinct-portion-1,ballot-type-1,,,,,,,,,0,1,0
231,Tabulator C,Batch 9,15,Tabulator C-Batch 9-15,Election Day,precinct-portion-1,ballot-type-1,,,,,,,,,1,1,1
232,Tabulator C,Batch 9,16,Tabulator C-Batch 9-16,Election Day,precinct-portion-1,ballot-type-1,,,,,,,,,1,0,0
233,Tabulator C,Batch 9,17,Tabulator C-Batch 9-17,Election Day,precinct-portion-1,ballot-type-1,,,,,,,,,1,0,0
234,Tabulator C,Batch 9,18,Tabulator C-Batch 9-18,Election Day,precinct-portion-1,ballot-type-1,,,,,,,,,1,0,0
235,Tabulator C,Batch 9,19,Tabulator C-Batch 9-19,Election Day,precinct-portion-1,ballot-type-1,,,,,,,,,1,0,0
236,Tabulator C,Batch 9,20,Tabulator C-Batch 9-20,Election Day,precinct-portion-1,ballot-type-1,,,,,,,,,1,0,0
237,Tabulator C,Batch 9,21,Tabulator C-Batch 9-21,Election Day,precinct-portion-1,ballot-type-1,,,,,,,,,1,0,0
238,Tabulator C,Batch 9,22,Tabulator C-Batch 9-22,Election Day,precinct-portion-1,ballot-type-1,,,,,,,,,1,0,0
239,Tabulator C,Batch 9,23,Tabulator C-Batch 9-23,Election Day,precinct-portion-1,ballot-type-1,1,0,0,1,1,1,1,1,1,0,0
240,Tabulator C,Batch 9,24,Tabulator C-Batch 9-24,Election Day,precinct-portion-1,ballot-type-1,,,,,,,,,1,0,0
241,Tabulator C,Batch 9,25,Tabulator C-Batch 9-25,Election Day,precinct-portion-1,ballot-type-1,1,0,0,1,1,1,1,1,1,0,0
242,Tabulator C,Batch 9,26,Tabulator C-Batch 9-26,Election Day,precinct-portion-1,ballot-type-1,,,,,,,,,1,0,0
243,Tabulator C,Batch 9,27,Tabulator C-Batch 9-27,Election Day,precinct-portion-1,ballot-type-1,,,,,,,,,1,0,0
244,Tabulator C,Batch 9,28,Tabulator C-Batch 9-28,Election Day,precinct-portion-1,ballot-type-1,1,0,0,1,1,1,1,1,1,0,0
245,Tabulator C,Batch 9,29,Tabulator C-Batch 9-29,Election Day,precinct-portion-1,ballot-type-1,,,,,,,,,1,0,0
246,Tabulator C,Batch 9,30,Tabulator C-Batch 9-30,Election Day,precinct-portion-1,ballot-type-1,,,,,,,,,1,0,0
247,Tabulator C,Batch 9,31,Tabulator C-Batch 9-31,Election Day,precinct-portion-1,ballot-type-1,,,,,,,,,1,0,0
248,Tabulator C,Batch 9,32,Tabulator C-Batch 9-32,Election Day,precinct-portion-1,ballot-type-1,,,,,,,,,1,0,0
249,Tabulator C,Batch 9,33,Tabulator C-Batch 9-33,Election Day,precinct-portion-1,ballot-type-1,,,,,,,,,1,0,0
250,Tabulator A,Batch 10,1,Tabulator A-Batch 10-1,Election Day,precinct-portion-1,ballot-type-1,1,0,0,1,1,1,1,1,1,0,0
251,Tabulator A,Batch 10,2,Tabulator A-Batch 10-2,Election Day,precinct-portion-1,ballot-type-1,,,,,,,,,1,0,0
252,Tabulator A,Batch 10,3,Tabulator A-Batch 10-3,Election Day,precinct-portion-1,ballot-type-1,,,,,,,,,1,0,0
253,Tabulator A,Batch 10,4,Tabulator A-Batch 10-4,Election Day,precinct-portion-1,ballot-type-1,,,,,,,,,1,0,0
254,Tabulator A,Batch 10,5,Tabulator A-Batch 10-5,Election Day,precinct-portion-1,ballot-type-1,,,,,,,,,1,1,1
255,Tabulator A,Batch 10,6,Tabulator A-Batch 10-6,Election Day,precinct-portion-1,ballot-type-1,,,,,,,,,1,0,0
256,Tabulator A,Batch 10,7,Tabulator A-Batch 10-7,Election Day,precinct-portion-1,ballot-type-1,1,0,0,1,1,1,1,1,1,0,0
257,Tabulator A,Batch 10,8,Tabulator A-Batch 10-8,Election Day,precinct-portion-1,ballot-type-1,,,,,,,,,1,0,0
258,Tabulator A,Batch 10,9,Tabulator A-Batch 10-9,Election Day,precinct-portion-1,ballot-type-1,,,,,,,,,1,0,0
259,Tabulator A,Batch 10,10,Tabulator A-Batch 10-10,Election Day,precinct-portion-1,ballot-type-1,,,,,,,,,1,0,0
260,Tabulator A,Batch 10,11,Tabulator A-Batch 10-11,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0,0,0,1,1,0,0
261,Tabulator A,Batch 10,12,Tabulator A-Batch 10-12,Election Day,precinct-portion-1,ballot-type-1,,,,,,,,,1,0,0
262,Tabulator A,Batch 10,13,Tabulator A-Batch 10-13,Election Day,precinct-portion-1,ballot-type-1,,,,,,,,,1,0,0
263,Tabulator A,Batch 10,14,Tabulator A-Batch 10-14,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0,0,0,1,1,0,0
264,Tabulator A,Batch 10,15,Tabulator A-Batch 10-15,Election Day,precinct-portion-1,ballot-type-1,,,,,,,,,1,0,0
265,Tabulator A,Batch 10,16,Tabulator A-Batch 10-16,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0,0,0,1,1,0,0
266,Tabulator A,Batch 10,17,Tabulator A-Batch 10-17,Election Day,precinct-portion-1,ballot-type-1,,,,,,,,,1,0,0
267,Tabulator A,Batch 10,18,Tabulator A-Batch 10-18,Election Day,precinct-portion-1,ballot-type-1,,,,,,,,,1,0,0
268,Tabulator A,Batch 10,19,Tabulator A-Batch 10-19,Election Day,precinct-portion-1,ballot-type-1,,,,,,,,,1,0,0
269,Tabulator A,Batch 10,20,Tabulator A-Batch 10-20,Election Day,precinct-portion-1,ballot-type-1,,,,,,,,,1,0,0
270,Tabulator A,Batch 10,21,Tabulator A-Batch 10-21,Election Day,precinct-portion-1,ballot-type-1,,,,,,,,,1,0,0
271,Tabulator A,Batch 10,22,Tabulator A-Batch 10-22,Election Day,precinct-portion-1,ballot-type-1,1,1,1,0,0,0,0,0,1,0,0
272,Tabulator A,Batch 10,23,Tabulator A-Batch 10-23,Election Day,precinct-portion-1,ballot-type-1,,,,,,,,,1,0,0
273,Tabulator A,Batch 10,24,Tabulator A-Batch 10-24,Election Day,precinct-portion-1,ballot-type-1,,,,,,,,,1,0,0
274,Tabulator A,Batch 10,25,Tabulator A-Batch 10-25,Election Day,precinct-portion-1,ballot-type-1,,,,,,,,,1,0,0
275,Tabulator A,Batch 10,26,Tabulator A-Batch 10-26,Election Day,precinct-portion-1,ballot-type-1,,,,,,,,,1,0,0
276,Tabulator A,Batch 10,27,Tabulator A-Batch 10-27,Election Day,precinct-portion-1,ballot-type-1,,,,,,,,,0,0,0
277,Tabulator A,Batch 10,28,Tabulator A-Batch 10-28,Election Day,precinct-portion-1,ballot-type-1,,,,,,,,,0,0,0
278,Tabulator A,Batch 10,29,Tabulator A-Batch 10-29,Election Day,precinct-portion-1,ballot-type-1,,,,,,,,,1,0,0
279,Tabulator A,Batch 10,30,Tabulator A-Batch 10-30,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0,0,0,0,1,0,0
280,Tabulator A,Batch 10,31,Tabulator A-Batch 10-31,Election Day,precinct-portion-1,ballot-type-1,,,,,,,,,1,0,0
281,Tabulator A,Batch 10,32,Tabulator A-Batch 10-32,Election Day,precinct-portion-1,ballot-type-1,1,0,0,1,1,1,1,1,1,0,0
282,Tabulator A,Batch 10,33,Tabulator A-Batch 10-33,Election Day,precinct-portion-1,ballot-type-1,,,,,,,,,1,0,0
283,Tabulator A,Batch 10,34,Tabulator A-Batch 10-34,Election Day,precinct-portion-1,ballot-type-1,1,1,1,,,,,,1,0,0
284,Tabulator A,Batch 10,35,Tabulator A-Batch 10-35,Election Day,precinct-portion-1,ballot-type-1,,,,,,,,,1,0,0
285,Tabulator A,Batch 10,36,Tabulator A-Batch 10-36,Election Day,precinct-portion-1,ballot-type-1,,,,,,,,,1,0,0
286,Tabulator A,Batch 10,37,Tabulator A-Batch 10-37,Election Day,precinct-portion-1,ballot-type-1,,,,,,,,,1,0,0
287,Tabulator A,Batch 10,38,Tabulator A-Batch 10-38,Election Day,precinct-portion-1,ballot-type-1,0,0,0,,,,,,1,0,0
288,Tabulator A,Batch 10,39,Tabulator A-Batch 10-39,Election Day,precinct-portion-1,ballot-type-1,,,,,,,,,1,0,0
289,Tabulator A,Batch 10,40,Tabulator A-Batch 10-40,Election Day,precinct-portion-1,ballot-type-1,,,,,,,,,1,0,0
290,Tabulator A,Batch 10,41,Tabulator A-Batch 10-41,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0,0,0,0,1,0,0
291,Tabulator A,Batch 10,42,Tabulator A-Batch 10-42,Election Day,precinct-portion-1,ballot-type-1,,,,,,,,,1,0,0
292,Tabulator A,Batch 10,43,Tabulator A-Batch 10-43,Election Day,precinct-portion-1,ballot-type-1,,,,,,,,,1,0,0
293,Tabulator A,Batch 10,44,Tabulator A-Batch 10-44,Election Day,precinct-portion-1,ballot-type-1,,,,,,,,,1,0,0
294,Tabulator A,Batch 10,45,Tabulator A-Batch 10-45,Election Day,precinct-portion-1,ballot-type-1,,,,,,,,,1,0,0
295,Tabulator A,Batch 10,46,Tabulator A-Batch 10-46,Election Day,precinct-portion-1,ballot-type-1,,,,,,,,,1,0,0
296,Tabulator B,Batch 11,1,Tabulator B-Batch 11-1,Election Day,precinct-portion-1,ballot-type-1,1,0,0,1,1,1,1,1,1,0,0
297,Tabulator B,Batch 11,2,Tabulator B-Batch 11-2,Election Day,precinct-portion-1,ballot-type-1,,,,,,,,,1,0,0
298,Tabulator B,Batch 11,3,Tabulator B-Batch 11-3,Election Day,precinct-portion-1,ballot-type-1,1,1,1,0,0,0,0,0,1,0,0
299,Tabulator B,Batch 11,4,Tabulator B-Batch 11-4,Election Day,precinct-portion-1,ballot-type-1,,,,,,,,,1,0,0
300,Tabulator B,Batch 11,5,Tabulator B-Batch 11-5,Election Day,precinct-portion-1,ballot-type-1,,,,,,,,,0,1,0
301,Tabulator B,Batch 11,6,Tabulator B-Batch 11-6,Election Day,precinct-portion-1,ballot-type-1,0,0,0,,,,,,1,0,0
302,Tabulator B,Batch 11,7,Tabulator B-Batch 11-7,Election Day,precinct-portion-1,ballot-type-1,,,,,,,,,1,0,0
303,Tabulator B,Batch 11,8,Tabulator B-Batch 11-8,Election Day,precinct-portion-1,ballot-type-1,,,,,,,,,1,0,0
304,Tabulator B,Batch 11,9,Tabulator B-Batch 11-9,Election Day,precinct-portion-1,ballot-type-1,,,,,,,,,1,0,0
305,Tabulator B,Batch 11,10,Tabulator B-Batch 11-10,Election Day,precinct-portion-1,ballot-type-1,,,,,,,,,1,0,0
306,Tabulator B,Batch 11,11,Tabulator B-Batch 11-11,Election Day,precinct-portion-1,ballot-type-1,1,1,1,0,0,0,0,0,1,0,0
307,Tabulator B,Batch 11,12,Tabulator B-Batch 11-12,Election Day,precinct-portion-1,ballot-type-1,1,0,0,1,1,1,1,1,1,0,0
308,Tabulator B,Batch 11,13,Tabulator B-Batch 11-13,Election Day,precinct-portion-1,ballot-type-1,0,0,0,,,,,,1,0,0
309,Tabulator B,Batch 11,14,Tabulator B-Batch 11-14,Election Day,precinct-portion-1,ballot-type-1,0,0,0,,,,,,1,0,0
310,Tabulator B,Batch 11,15,Tabulator B-Batch 11-15,Election Day,precinct-portion-1,ballot-type-1,,,,,,,,,1,0,0
311,Tabulator B,Batch 11,16,Tabulator B-Batch 11-16,Election Day,precinct-portion-1,ballot-type-1,1,0,0,1,1,1,1,1,1,0,0
312,Tabulator B,Batch 11,17,Tabulator B-Batch 11-17,Election Day,precinct-portion-1,ballot-type-1,,,,,,,,,1,0,0
313,Tabulator B,Batch 11,18,Tabulator B-Batch 11-18,Election Day,precinct-portion-1,ballot-type-1,,,,,,,,,1,1,1
314,Tabulator B,Batch 11,19,Tabulator B-Batch 11-19,Election Day,precinct-portion-1,ballot-type-1,1,0,0,1,1,1,1,1,1,0,0
315,Tabulator B,Batch 11,20,Tabulator B-Batch 11-20,Election Day,precinct-portion-1,ballot-type-1,,,,,,,,,0,1,0
316,Tabulator B,Batch 11,21,Tabulator B-Batch 11-21,Election Day,precinct-portion-1,ballot-type-1,,,,,,,,,1,0,0
317,Tabulator B,Batch 11,22,Tabulator B-Batch 11-22,Election Day,precinct-portion-1,ballot-type-1,,,,,,,,,1,0,0
318,Tabulator B,Batch 11,23,Tabulator B-Batch 11-23,Election Day,precinct-portion-1,ballot-type-1,0,0,0,,,,,,1,0,0
319,Tabulator B,Batch 11,24,Tabulator B-Batch 11-24,Election Day,precinct-portion-1,ballot-type-1,,,,,,,,,1,0,0
320,Tabulator B,Batch 11,25,Tabulator B-Batch 11-25,Election Day,precinct-portion-1,ballot-type-1,,,,,,,,,1,0,0
321,Tabulator C,Batch 12,1,Tabulator C-Batch 12-1,Election Day,precinct-portion-1,ballot-type-1,,,,,,,,,1,0,0
322,Tabulator C,Batch 12,2,Tabulator C-Batch 12-2,Election Day,precinct-portion-1,ballot-type-1,,,,,,,,,1,0,0
323,Tabulator C,Batch 12,3,Tabulator C-Batch 12-3,Election Day,precinct-portion-1,ballot-type-1,,,,,,,,,1,0,0
324,Tabulator C,Batch 12,4,Tabulator C-Batch 12-4,Election Day,precinct-portion-1,ballot-type-1,0,0,0,,,,,,1,0,0
325,Tabulator C,Batch 12,5,Tabulator C-Batch 12-5,Election Day,precinct-portion-1,ballot-type-1,,,,,,,,,1,0,0
326,Tabulator C,Batch 12,6,Tabulator C-Batch 12-6,Election Day,precinct-portion-1,ballot-type-1,1,1,1,0,0,0,0,0,1,0,0
327,Tabulator C,Batch 12,7,Tabulator C-Batch 12-7,Election Day,precinct-portion-1,ballot-type-1,,,,,,,,,1,0,0
328,Tabulator C,Batch 12,8,Tabulator C-Batch 12-8,Election Day,precinct-portion-1,ballot-type-1,1,0,0,1,1,1,1,1,1,0,0
329,Tabulator C,Batch 12,9,Tabulator C-Batch 12-9,Election Day,precinct-portion-1,ballot-type-1,,,,,,,,,1,0,0
330,Tabulator C,Batch 12,10,Tabulator C-Batch 12-10,Election Day,precinct-portion-1,ballot-type-1,,,,,,,,,1,0,0
331,Tabulator C,Batch 12,11,Tabulator C-Batch 12-11,Election Day,precinct-portion-1,ballot-type-1,,,,,,,,,1,0,0
332,Tabulator C,Batch 12,12,Tabulator C-Batch 12-12,Election Day,precinct-portion-1,ballot-type-1,,,,,,,,,1,0,0
333,Tabulator C,Batch 12,13,Tabulator C-Batch 12-13,Election Day,precinct-portion-1,ballot-type-1,,,,,,,,,1,0,0
334,Tabulator C,Batch 12,14,Tabulator C-Batch 12-14,Election Day,precinct-portion-1,ballot-type-1,1,0,0,1,1,1,1,1,1,0,0
335,Tabulator C,Batch 12,15,Tabulator C-Batch 12-15,Election Day,precinct-portion-1,ballot-type-1,,,,,,,,,1,0,0
336,Tabulator C,Batch 12,16,Tabulator C-Batch 12-16,Election Day,precinct-portion-1,ballot-type-1,,,,,,,,,1,0,0
337,Tabulator C,Batch 12,17,Tabulator C-Batch 12-17,Election Day,precinct-portion-1,ballot-type-1,,,,,,,,,1,1,1
338,Tabulator C,Batch 12,18,Tabulator C-Batch 12-18,Election Day,precinct-portion-1,ballot-type-1,,,,,,,,,1,0,0
339,Tabulator C,Batch 12,19,Tabulator C-Batch 12-19,Election Day,precinct-portion-1,ballot-type-1,,,,,,,,,1,0,0
340,Tabulator C,Batch 12,20,Tabulator C-Batch 12-20,Election Day,precinct-portion-1,ballot-type-1,,,,,,,,,1,0,0
341,Tabulator A,Batch 13,1,Tabulator A-Batch 13-1,Election Day,precinct-portion-1,ballot-type-1,,,,,,,,,1,0,0
342,Tabulator A,Batch 13,2,Tabulator A-Batch 13-2,Election Day,precinct-portion-1,ballot-type-1,,,,,,,,,1,0,0
343,Tabulator A,Batch 13,3,Tabulator A-Batch 13-3,Election Day,precinct-portion-1,ballot-type-1,,,,,,,,,1,0,0
344,Tabulator A,Batch 13,4,Tabulator A-Batch 13-4,Election Day,precinct-portion-1,ballot-type-1,,,,,,,,,1,0,0
345,Tabulator A,Batch 13,5,Tabulator A-Batch 13-5,Election Day,precinct-portion-1,ballot-type-1,,,,,,,,,1,0,0
346,Tabulator A,Batch 13,6,Tabulator A-Batch 13-6,Election Day,precinct-portion-1,ballot-type-1,,,,,,,,,0,1,0
347,Tabulator A,Batch 13,7,Tabulator A-Batch 13-7,Election Day,precinct-portion-1,ballot-type-1,,,,,,,,,0,1,0
348,Tabulator A,Batch 13,8,Tabulator A-Batch 13-8,Election Day,precinct-portion-1,ballot-type-1,,,,,,,,,1,0,0
349,Tabulator A,Batch 13,9,Tabulator A-Batch 13-9,Election Day,precinct-portion-1,ballot-type-1,1,0,0,1,1,1,1,1,1,0,0
350,Tabulator A,Batch 13,10,Tabulator A-Batch 13-10,Election Day,precinct-portion-1,ballot-type-1,,,,,,,,,1,0,0
351,Tabulator A,Batch 13,11,Tabulator A-Batch 13-11,Election Day,precinct-portion-1,ballot-type-1,,,,,,,,,1,0,0
352,Tabulator A,Batch 13,12,Tabulator A-Batch 13-12,Election Day,precinct-portion-1,ballot-type-1,1,1,1,0,0,0,0,0,1,0,0
353,Tabulator A,Batch 13,13,Tabulator A-Batch 13-13,Election Day,precinct-portion-1,ballot-type-1,,,,,,,,,1,0,0
354,Tabulator A,Batch 13,14,Tabulator A-Batch 13-14,Election Day,precinct-portion-1,ballot-type-1,,,,,,,,,1,0,0
355,Tabulator A,Batch 13,15,Tabulator A-Batch 13-15,Election Day,precinct-portion-1,ballot-type-1,0,0,1,0,0,0,0,0,1,0,0
356,Tabulator A,Batch 13,16,Tabulator A-Batch 13-16,Election Day,precinct-portion-1,ballot-type-1,,,,,,,,,1,0,0
357,Tabulator A,Batch 13,17,Tabulator A-Batch 13-17,Election Day,precinct-portion-1,ballot-type-1,,,,,,,,,1,0,0
358,Tabulator A,Batch 13,18,Tabulator A-Batch 13-18,Election Day,precinct-portion-1,ballot-type-1,,,,,,,,,1,0,0
359,Tabulator A,Batch 13,19,Tabulator A-Batch 13-19,Election Day,precinct-portion-1,ballot-type-1,,,,,,,,,1,0,0
360,Tabulator A,Batch 13,20,Tabulator A-Batch 13-20,Election Day,precinct-portion-1,ballot-type-1,1,0,0,1,1,1,1,1,1,0,0
361,Tabulator A,Batch 13,21,Tabulator A-Batch 13-21,Election Day,precinct-portion-1,ballot-type-1,,,,,,,,,1,0,0
362,Tabulator B,Batch 14,1,Tabulator B-Batch 14-1,Election Day,precinct-portion-1,ballot-type-1,,,,,,,,,1,0,0
363,Tabulator B,Batch 14,2,Tabulator B-Batch 14-2,Election Day,precinct-portion-1,ballot-type-1,1,0,0,1,1,1,1,1,1,0,0
364,Tabulator B,Batch 14,3,Tabulator B-Batch 14-3,Election Day,precinct-portion-1,ballot-type-1,,,,,,,,,1,0,0
365,Tabulator B,Batch 14,4,Tabulator B-Batch 14-4,Election Day,precinct-portion-1,ballot-type-1,,,,,,,,,1,0,0
366,Tabulator B,Batch 14,5,Tabulator B-Batch 14-5,Election Day,precinct-portion-1,ballot-type-1,,,,,,,,,1,0,0
367,Tabulator B,Batch 14,6,Tabulator B-Batch 14-6,Election Day,precinct-portion-1,ballot-type-1,,,,,,,,,1,0,0
368,Tabulator B,Batch 14,7,Tabulator B-Batch 14-7,Election Day,precinct-portion-1,ballot-type-1,1,1,1,0,0,0,0,0,1,0,0
369,Tabulator B,Batch 14,8,Tabulator B-Batch 14-8,Election Day,precinct-portion-1,ballot-type-1,,,,,,,,,1,0,0
370,Tabulator B,Batch 14,9,Tabulator B-Batch 14-9,Election Day,precinct-portion-1,ballot-type-1,,,,,,,,,1,0,0
371,Tabulator B,Batch 14,10,Tabulator B-Batch 14-10,Election Day,precinct-portion-1,ballot-type-1,,,,,,,,,1,0,0
372,Tabulator B,Batch 14,11,Tabulator B-Batch 14-11,Election Day,precinct-portion-1,ballot-type-1,,,,,,,,,1,0,0
373,Tabulator C,Batch 15,1,Tabulator C-Batch 15-1,Election Day,precinct-portion-1,ballot-type-1,,,,,,,,,1,0,0
374,Tabulator C,Batch 15,2,Tabulator C-Batch 15-2,Election Day,precinct-portion-1,ballot-type-1,1,1,1,0,0,0,0,0,1,0,0
375,Tabulator C,Batch 15,3,Tabulator C-Batch 15-3,Election Day,precinct-portion-1,ballot-type-1,,,,,,,,,1,1,1
376,Tabulator C,Batch 15,4,Tabulator C-Batch 15-4,Election Day,precinct-portion-1,ballot-type-1,,,,,,,,,1,0,0
377,Tabulator C,Batch 15,5,Tabulator C-Batch 15-5,Election Day,precinct-portion-1,ballot-type-1,,,,,,,,,0,1,0
378,Tabulator C,Batch 15,6,Tabulator C-Batch 15-6,Election Day,precinct-portion-1,ballot-type-1,,,,,,,,,1,0,0
379,Tabulator C,Batch 15,7,Tabulator C-Batch 15-7,Election Day,precinct-portion-1,ballot-type-1,0,0,0,,,,,,1,0,0
380,Tabulator C,Batch 15,8,Tabulator C-Batch 15-8,Election Day,precinct-portion-1,ballot-type-1,,,,,,,,,1,0,0
381,Tabulator C,Batch 15,9,Tabulator C-Batch 15-9,Election Day,precinct-portion-1,ballot-type-1,,,,,,,,,1,0,0
382,Tabulator C,Batch 15,10,Tabulator C-Batch 15-10,Election Day,precinct-portion-1,ballot-type-1,1,0,0,1,1,1,1,1,1,0,0
383,Tabulator C,Batch 15,11,Tabulator C-Batch 15-11,Election Day,precinct-portion-1,ballot-type-1,,,,,,,,,1,0,0
384,Tabulator C,Batch 15,12,Tabulator C-Batch 15-12,Election Day,precinct-portion-1,ballot-type-1,,,,,,,,,1,0,0
385,Tabulator C,Batch 15,13,Tabulator C-Batch 15-13,Election Day,precinct-portion-1,ballot-type-1,,,,,,,,,0,1,0
386,Tabulator C,Batch 15,14,Tabulator C-Batch 15-14,Election Day,precinct-portion-1,ballot-type-1,,,,,,,,,1,0,0
387,Tabulator C,Batch 15,15,Tabulator C-Batch 15-15,Election Day,precinct-portion-1,ballot-type-1,,,,,,,,,0,1,0
388,Tabulator A,Batch 16,1,Tabulator A-Batch 16-1,Election Day,precinct-portion-1,ballot-type-1,,,,,,,,,1,0,0
389,Tabulator A,Batch 16,2,Tabulator A-Batch 16-2,Election Day,precinct-portion-1,ballot-type-1,,,,,,,,,1,0,0
390,Tabulator A,Batch 16,3,Tabulator A-Batch 16-3,Election Day,precinct-portion-1,ballot-type-1,,,,,,,,,0,0,0
